IV68,PN68,ER33401,ER33402,ER33403,CHRACE,BIOPR97,BIOGPR97,PCRAW97,WICpreg,FDSTMPpreg,AFDCpreg,Q1A21B,Q1A21C,Q1A21F,Q1A21G,Q1A21M,Q1A21Q,Q1A27,Q1A28,WIC97,Q1D4A,Q1D4B,Q1D4C,Q1D4D,Q1D4E,Q1G4,Q1G6,Q1G7,Q1G10,Q1G33A,Q1H12F,Q1H12H,Q1K5B,Q1K10A,HOME97,Q2A2,AGE97,Q3A3,LWRAW97,LW_SS97,PC_SS97,CALRAW97,CAL_SS97,APRAW97,AP_SS97,ER33601,ER33602,ER33603,Q24B2,LWRAW02,LWSS02,PCRAW02,PCSS02,APRAW02,APSS02,AGE02,CHID,read97,read02,mathraw97,math97,math02,readss97,bthord,bthwht,PCID,PCGID_97,PCGPN_97,OCGID_97,OCGPN_97,PCGID_02,PCGPN_02,OCGID_02,OCGPN_02,PCBTHORD,PCBTHWHT,state,ER10008,pcage,pcgender,childnum,homeval,ER11049,AFDC97HD,ER11273,AFDC97WF,ER11600,inherit97,ER11743,Parentspoor,faminc97,hdeduc97,wfeduc97,ER18386,AFDC02HD,ER18698,AFDC02WF,ER19047,INHERIT02,FAMINC02,hdeduc02,wfeduc02,nfa01,nw01,inc97,inc02,inherit,loginc97,loginc02,loginherit97,cloth
40,171,3434,1,10,1,3,0,19,,0,,1,5,5,5,5,5,1,12,0,0,0,0,0,0,2,5,1,1,1,5,5,0,0,20.2,3,11,5,35,86,87,18,84,31,93,5975,51,10,10,47,90,26,88,42,97,17,40035,54,73,49,31,42,86.5,3,0,40171,40,171,,,40,178,,,2,998,19,3,35,1,2,89670,5,0,0,,0,0,0,0,21520.75,10,0,5,0,0,,0,0,47023,99,0,180408,299258,21520.74766,47022.64228,1,9.976772756,10.75838452,0,1
45,30,151,1,10,1,2,2,,1,5,1,5,5,5,5,5,5,1,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.3,,,,,,,,,,,1709,2,20,1,22,98,15,116,16,74,7,45034,,37,,,16,,1,0,45030,45,30,,,45,30,45,184,1,995,47,2,23,2,1,70503,5,0,0,,0,0,0,0,16347.88,11,0,5,0,0,0,0,0,37444,14,11,1727,11885,16347.87728,37443.64634,1,9.701853338,10.53059232,0,1
45,179,150,2,20,1,4,2,,,0,,5,5,5,5,5,5,1,12,0,1,1,1,1,5,0,0,0,0,1,0,0,0,0,15,2,5,99,5,80,,,,12,95,1449,2,20,4,33,83,16,83,28,84,11,45032,,49,12,12,28,80,1,0,45179,45,179,45,178,45,179,45,178,99,999,47,3,42,1,1,0,5,0,0,1,1140,0,2,0,30512.39,8,9,5,0,0,1,140,0,33625,8,9,3711,3711,30512.38505,33625.21138,1,10.32588795,10.4230314,0,1
45,181,4731,2,22,7,4,2,,1,1,1,5,5,5,5,5,5,1,12,0,1,1,1,1,5,0,0,0,0,2,0,0,0,0,18,1,,,,,,,,,,1710,2,22,,,,,,,,,45033,,,,,,,2,0,45181,45,181,45,180,,,,,99,999,47,3,44,1,1,95274,5,0,0,1,95,0,3,0,35066.49,10,11,5,0,0,,0,0,39141,10,11,37585,108651,35066.4891,39141.30894,1,10.46500123,10.57493368,0,1
47,4,367,2,20,1,1,2,,1,5,0,5,5,5,5,5,5,1,12,0,0,0,0,0,0,2,5,1,1,1,5,5,0,0,23.5,1,,,,,,,,,,323,2,20,,,,,,,,,47034,,,,,,,1,0,47004,47,4,47,170,47,4,47,170,2,995,38,4,36,1,2,112087,5,0,0,0,0,0,6,0,43518.99,12,15,5,0,0,0,0,0,62161,12,15,163545,247858,43518.98692,62160.56911,1,10.6809526,11.03747614,0,1
47,36,367,4,30,1,1,2,,1,1,0,1,5,5,5,5,5,1,12,0,0,0,0,0,0,12,5,1,1,3,5,5,0,0,22.5,1,,,,,,,,,,323,4,30,,,,,,,,,47036,,,,,,,2,0,47004,47,4,47,170,47,4,47,170,2,995,38,4,36,1,2,112087,5,0,0,0,0,0,6,0,43518.99,12,15,5,0,0,0,0,0,62161,12,15,163545,247858,43518.98692,62160.56911,1,10.6809526,11.03747614,0,1
47,31,4601,2,20,1,1,2,,0,5,0,5,5,5,5,5,5,1,12,0,0,0,0,0,0,2,1,5,1,1,5,5,0,0,22.5,3,,,,,,,,,,4285,2,20,,,,,,,,,47035,,,,,,,1,1,47031,47,31,47,174,47,31,47,174,5,995,38,4,28,1,2,13450,5,0,0,0,0,0,6,0,32505.3,13,15,5,0,0,0,0,0,54325,13,15,-14221,-2032,32505.29595,54325.20325,1,10.38915831,10.90274355,0,1
47,39,4601,4,30,1,1,2,,1,5,0,5,5,5,5,5,5,1,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.3,3,,,,,,,,,,4285,4,30,,,,,,,,,47039,,,,,,,2,0,47031,47,31,47,174,47,31,47,174,5,995,38,4,28,1,2,13450,5,0,0,0,0,0,6,0,32505.3,13,15,5,0,0,0,0,0,54325,13,15,-14221,-2032,32505.29595,54325.20325,1,10.38915831,10.90274355,0,1
47,32,5905,2,20,1,1,2,,0,5,0,5,5,5,5,5,5,1,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.3,3,,,,,,,,,,2576,2,20,,,,,,,,,47040,,,,,,,1,0,47032,47,32,47,176,47,32,47,176,6,995,38,3,27,1,1,39231,5,0,0,0,0,0,4,5,40687.66,16,16,5,0,0,0,0,0,53819,16,16,-2133,4977,40687.66355,53818.51626,1,10.61368022,10.89337286,0,1
47,173,2732,2,20,1,1,2,22,0,5,0,5,5,5,5,5,5,1,12,0,0,0,0,0,0,6,5,1,1,1,5,5,0,0,26,3,6,1,39,140,133,10,121,24,115,5744,2,22,7,51,118,31,115,45,122,13,47037,61,82,34,24,45,136.5,1,0,47173,47,173,47,5,47,173,47,177,99,999,8,4,32,1,2,226416,5,0,0,0,0,0,4,0,75995.14,17,13,5,0,0,0,0,0,111785,99,99,23364,23364,75995.14019,111784.5529,1,11.23842467,11.62432866,0,1
47,38,2732,4,30,1,1,2,,0,5,0,1,5,5,5,5,5,1,12,0,1,1,1,1,5,2,5,5,0,2,0,0,0,0,21,3,4,99,12,121,,,,16,126,5744,4,35,4,47,119,26,113,39,123,10,47038,,73,16,16,39,121,2,1,47173,47,173,47,5,47,173,47,177,99,999,8,4,32,1,2,226416,5,0,0,0,0,0,4,0,75995.14,17,13,5,0,0,0,0,0,111785,99,99,23364,23364,75995.14019,111784.5529,1,11.23842467,11.62432866,0,1
50,5,475,2,20,1,1,2,,0,5,0,5,5,5,5,5,5,1,12,0,1,1,1,1,5,2,5,5,0,1,0,0,0,0,20.7,,3,99,7,105,,,,7,97,3800,2,20,4,37,96,19,97,28,90,10,50034,,56,7,7,28,105,1,0,50005,50,5,50,170,50,5,50,170,2,995,6,4,37,1,2,364283,5,0,0,0,0,0,4,0,156922.12,16,17,5,0,0,0,0,0,120247,16,17,478447,722241,156922.1184,120246.748,1,11.9635049,11.69730114,0,1
50,35,475,4,30,1,1,2,,0,5,0,5,5,5,5,5,5,1,12,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,,,,,,,,,,,3800,4,30,1,30,106,13,100,12,56,8,50035,,43,,,12,,2,0,50005,50,5,50,170,50,5,50,170,2,995,6,4,37,1,2,364283,5,0,0,0,0,0,4,0,156922.12,16,17,5,0,0,0,0,0,120247,16,17,478447,722241,156922.1184,120246.748,1,11.9635049,11.69730114,0,1
50,171,1273,2,20,1,1,2,21,0,5,0,5,5,5,5,5,5,1,12,0,0,0,0,0,0,0,1,1,1,1,5,1,0,0,22.7,3,8,2,45,141,117,16,120,32,128,972,2,20,8,54,128,29,103,44,111,14,50032,66,83,48,32,44,129,1,0,50171,50,171,50,3,50,171,50,3,99,999,17,4,37,1,2,67252,5,0,0,0,0,0,4,0,44848.34,12,16,5,0,0,0,0,0,55047,12,16,140690,171164,44848.34143,55047.10163,1,10.71104189,10.91594449,0,1
50,33,1273,4,30,1,1,2,,0,5,0,5,5,5,5,5,5,1,12,0,0,0,0,0,0,4,1,1,1,1,5,1,0,0,19.9,3,5,0,14,86,,,,19,97,972,4,30,6,47,102,27,100,35,94,13,50033,,74,19,19,35,86,2,0,50171,50,171,50,3,50,171,50,3,99,999,17,4,37,1,2,67252,5,0,0,0,0,0,4,0,44848.34,12,16,5,0,0,0,0,0,55047,12,16,140690,171164,44848.34143,55047.10163,1,10.71104189,10.91594449,0,1
51,30,228,2,20,1,2,2,18,1,5,0,5,5,5,5,5,5,1,12,0,0,0,0,0,0,1,8,1,1,2,0,0,3,0,18,3,8,2,29,88,99,8,75,25,93,4716,2,20,8,52,113,35,125,41,100,15,51031,47,87,33,25,41,93.5,1,0,51030,51,30,51,171,51,30,51,171,1,995,19,4,29,1,2,0,1,1,174,0,0,0,4,0,31907.87,99,12,5,0,0,,0,0,55370,99,12,19910,21942,31907.87103,55369.9187,1,10.370608,10.92179174,0,1
51,32,228,4,30,1,1,2,,1,1,1,5,5,1,5,5,5,1,12,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,15,3,,,,,,,,,,4716,4,30,,,,,,,,,51032,,,,,,,2,0,51030,51,30,51,171,51,30,51,171,1,995,19,4,29,1,2,0,1,1,174,0,0,0,4,0,31907.87,99,12,5,0,0,,0,0,55370,99,12,19910,21942,31907.87103,55369.9187,1,10.370608,10.92179174,0,1
53,4,3378,2,20,1,1,2,24,0,5,0,5,5,5,1,5,5,1,12,0,0,0,0,0,0,3,5,1,1,1,0,0,0,0,18.7,4,10,4,48,123,101,17,84,31,97,466,2,20,10,52,105,27,92,40,94,16,53036,72,79,48,31,40,112,3,0,53004,53,4,53,173,53,4,53,173,2,995,8,4,38,1,2,11209,5,0,0,0,0,0,4,0,56882.03,12,12,5,0,0,0,0,0,57444,12,12,12901,15948,56882.02617,57443.67886,1,10.94873469,10.95856025,0,1
53,6,2696,1,10,1,2,2,33,0,5,0,5,5,5,5,5,5,1,12,0,0,0,0,0,0,3,5,5,9,1,0,0,0,0,21,2,12,7,55,146,122,36,122,42,117,1096,2,20,13,56,143,38,123,55,129,18,53035,88,94,78,42,55,134,1,1,53006,53,6,,,53,6,,,4,995,8,2,37,2,1,0,5,0,0,,0,0,0,0,23202.06,12,0,5,0,0,0,0,0,69829,12,12,291538,382960,23202.05608,69828.78049,1,10.05199618,11.15380153,0,1
53,170,3530,2,20,1,1,0,,0,5,0,5,5,5,5,5,5,1,12,0,1,1,1,1,5,0,0,0,0,1,0,0,0,0,21,2,4,99,12,108,,,,17,116,5663,2,20,5,50,125,31,123,44,134,11,53041,,81,17,17,44,108,3,0,53170,53,170,53,3,,,,,1,998,28,5,39,1,3,59406,5,0,0,0,0,0,7,0,38109.66,11,12,5,0,0,0,0,0,47639,12,12,7111,35553,38109.65732,47639.02439,1,10.548223,10.77140754,0,1
53,191,5034,2,22,7,1,2,,1,1,1,5,5,5,5,5,5,1,2,0,1,1,1,1,5,0,0,0,0,1,0,0,3,0,19,2,4,99,13,124,,,,7,96,1161,2,22,4,43,109,26,117,37,123,10,53042,,69,7,7,37,124,2,1,53191,53,191,53,10,53,10,,,99,999,5,4,30,1,2,0,5,0,0,0,0,0,4,0,32056.95,10,12,5,0,0,0,0,0,46531,10,12,-305,-305,32056.94704,46530.5813,1,10.3752692,10.74786504,0,1
53,194,5033,2,22,1,3,2,19,0,5,0,5,5,5,5,5,5,1,0,0,0,0,0,0,0,0,1,1,1,1,5,5,3,0,18.7,2,8,2,36,108,108,11,94,29,113,1878,2,22,8,47,97,27,97,41,102,14,53038,55,74,40,29,41,108,1,0,53194,53,194,53,9,53,9,,,99,999,5,7,32,1,5,0,1,0,0,0,0,0,6,0,32953.64,11,9,5,0,0,0,0,0,49035,11,9,2438,2438,32953.64486,49034.76423,1,10.40285715,10.8002848,0,1
53,40,5033,4,30,1,3,2,,1,5,0,1,5,5,5,5,5,1,0,0,5,1,5,5,5,0,1,1,1,2,5,5,3,0,12,2,5,0,12,93,,,,18,106,1878,4,30,6,40,92,23,95,38,109,12,53040,,63,18,18,38,93,2,0,53194,53,194,53,9,53,9,,,99,999,5,7,32,1,5,0,1,0,0,0,0,0,6,0,32953.64,11,9,5,0,0,0,0,0,49035,11,9,2438,2438,32953.64486,49034.76423,1,10.40285715,10.8002848,0,1
53,202,4739,2,22,1,1,2,,,0,,5,5,5,5,5,5,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1,,,,,,,,,,5478,2,20,0,14,103,,,15,93,6,53205,,,,,15,,3,0,53202,53,202,53,30,53,202,53,30,99,999,48,5,18,1,3,0,1,0,0,0,0,0,0,5,21232.68,9,99,5,0,0,0,0,0,79482,9,99,43192,43192,21232.68349,79481.95122,1,9.963296948,11.28328525,0,1
60,32,457,2,20,1,1,2,,0,5,0,5,5,5,5,5,5,1,12,0,1,1,5,5,5,3,5,1,1,1,5,5,3,0,20.7,,5,0,15,105,,,,17,104,704,2,20,6,50,120,29,113,36,100,12,60036,,79,17,17,36,105,1,0,60032,60,32,60,181,60,32,60,181,99,999,37,4,26,1,2,0,5,0,0,,0,0,6,0,61647.98,12,12,5,0,0,,0,0,29721,12,12,132055,190972,61647.97508,29721.10976,1,11.02919566,10.29961284,0,1
60,37,457,4,30,1,1,2,,0,5,0,5,5,5,5,5,5,1,12,1,0,0,0,0,0,10,5,1,0,0,0,0,3,0,14,,,,,,,,,,,704,4,30,1,23,104,12,109,20,88,7,60037,,35,,,20,,2,0,60032,60,32,60,181,60,32,60,181,99,999,37,4,26,1,2,0,5,0,0,,0,0,6,0,61647.98,12,12,5,0,0,,0,0,29721,12,12,132055,190972,61647.97508,29721.10976,1,11.02919566,10.29961284,0,1
61,5,5104,2,20,1,1,2,26,0,5,0,5,5,5,5,5,5,1,12,0,0,0,0,0,0,2,5,5,1,1,0,0,0,0,20.7,2,8,3,53,155,124,20,125,32,117,2206,2,20,9,57,174,33,117,43,106,15,61032,79,90,52,32,43,139.5,1,0,61005,61,5,61,171,61,5,61,171,4,995,45,5,39,1,3,128900,5,0,0,0,0,0,6,0,57164.49,16,17,5,0,0,0,0,0,77727,16,17,16253,73138,57164.48598,77726.82927,1,10.95368811,11.26095577,0,1
61,34,5104,5,30,1,1,2,,0,5,0,5,5,5,5,5,5,1,12,0,1,5,1,1,5,0,0,0,0,1,0,0,0,0,17,2,4,99,4,90,,,,1,65,2206,5,30,4,52,139,24,109,36,117,10,61034,,76,1,1,36,90,3,0,61005,61,5,61,171,61,5,61,171,4,995,45,5,39,1,3,128900,5,0,0,0,0,0,6,0,57164.49,16,17,5,0,0,0,0,0,77727,16,17,16253,73138,57164.48598,77726.82927,1,10.95368811,11.26095577,0,1
61,172,1460,2,20,1,1,2,,0,5,0,5,5,5,5,5,5,1,12,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,4,,,,,,,,,,1468,2,20,1,39,144,22,138,22,106,7,61035,,61,,,22,,1,0,61172,61,172,61,3,61,172,61,3,99,999,45,3,46,1,1,0,5,0,0,0,0,0,8,0,57164.49,13,17,5,0,0,0,0,0,55610,13,17,552601,575964,57164.48598,55610.20325,1,10.95368811,10.92612198,0,1
68,175,2817,2,20,7,1,2,,0,5,0,5,5,5,5,5,5,1,12,0,1,1,1,1,5,2,5,1,0,2,0,0,0,0,18,3,4,99,8,106,,,,10,106,1189,2,20,4,42,107,21,101,30,97,10,68030,,63,10,10,30,106,1,0,68175,68,175,68,3,68,175,68,3,99,999,6,3,30,1,1,0,5,0,0,0,0,0,0,0,61647.98,14,14,5,0,0,0,0,0,57877,14,14,41648,102597,61647.97508,57877.23577,1,11.02919566,10.96607942,0,1
79,3,3189,2,20,1,1,2,29,0,5,0,5,5,5,5,5,5,5,0,0,0,0,0,0,0,0,5,5,3,1,0,0,0,0,25,1,10,5,52,135,115,27,112,40,123,6392,2,20,11,55,129,36,119,49,114,17,79032,81,91,67,40,49,125,3,0,79003,79,3,79,171,79,3,79,171,2,995,12,5,43,1,2,179340,5,0,0,0,0,0,7,0,147507.91,16,15,5,0,0,0,0,0,31864,16,15,534621,592522,147507.9122,31863.82114,1,11.9016371,10.36922651,0,1
84,1,1359,1,10,1,3,0,20,0,5,0,5,5,5,5,5,5,1,12,0,0,0,0,0,0,4,5,1,2,1,5,5,0,0,22,1,8,2,30,93,109,12,95,27,101,262,1,10,8,50,103,35,125,43,106,15,84033,50,85,39,27,43,101,1,0,84001,84,1,,,84,1,84,172,99,999,18,2,64,1,1,134505,5,0,0,,0,0,0,0,51757.4,12,0,5,0,0,0,0,0,111818,12,17,490636,630310,51757.39813,111817.9837,1,10.85432266,11.62462768,0,1
84,177,1837,2,22,1,2,2,18,0,5,0,5,5,5,5,5,5,1,12,0,0,0,0,0,0,1,5,1,1,1,5,5,3,0,21,2,6,1,37,134,124,9,115,23,109,6941,1,10,9,49,109,28,104,45,123,13,84034,55,77,32,23,45,129,2,0,84177,84,177,84,178,84,177,,,99,999,42,4,35,1,2,61648,1,0,0,1,402,0,2,1,26764.19,12,13,5,0,0,,0,0,8953,99,0,-90813,-90813,26764.18816,8953.211382,1,10.19482001,9.099767561,0,1
84,35,1837,4,35,1,2,2,,1,1,1,5,5,5,5,5,5,1,12,0,1,1,1,1,5,1,5,1,0,1,0,0,3,0,18,2,4,99,11,112,,,,15,117,6941,3,30,4,45,112,24,105,36,111,10,84035,,69,15,15,36,112,3,1,84177,84,177,84,178,84,177,,,99,999,42,4,35,1,2,61648,1,0,0,1,402,0,2,1,26764.19,12,13,5,0,0,,0,0,8953,99,0,-90813,-90813,26764.18816,8953.211382,1,10.19482001,9.099767561,0,1
88,174,3876,2,20,1,1,2,28,0,5,0,5,5,5,5,5,5,1,12,0,0,0,0,0,0,0,5,5,1,2,0,0,0,0,23.5,,9,5,46,116,115,22,103,37,118,6646,2,20,10,53,114,31,103,44,104,16,88035,74,84,59,37,44,115.5,1,0,88174,88,174,,,88,174,88,5,99,999,45,4,38,1,2,0,5,0,0,0,0,0,5,0,53801.87,12,12,5,0,0,,0,0,125366,12,12,96502,335217,53801.86916,125365.8537,1,10.89306349,11.73899157,0,1
88,36,3876,4,30,1,1,2,27,0,5,0,5,5,5,5,5,5,1,12,0,0,0,0,0,0,0,5,5,1,1,0,0,0,0,22.4,,8,4,44,122,125,18,111,37,134,6646,4,30,9,50,105,29,102,40,99,14,88036,71,79,55,37,40,123.5,2,0,88174,88,174,,,88,174,88,5,99,999,45,4,38,1,2,0,5,0,0,0,0,0,5,0,53801.87,12,12,5,0,0,,0,0,125366,12,12,96502,335217,53801.86916,125365.8537,1,10.89306349,11.73899157,0,1
89,3,3906,2,20,1,1,2,26,0,5,0,5,5,5,5,5,5,1,12,0,0,0,0,0,0,0,5,5,1,1,5,1,0,0,23.7,1,9,5,43,109,110,19,95,36,117,1730,2,20,10,54,121,37,129,48,115,16,89034,69,91,55,36,48,109.5,2,1,89003,89,3,89,170,89,3,89,170,1,995,45,3,45,1,1,67252,5,0,0,0,0,0,6,0,67194.05,12,12,5,0,0,0,0,0,71960,12,12,112755,163545,67194.05109,71960,1,11.11534,11.18386569,0,1
89,31,5546,2,20,1,1,2,,1,5,0,5,5,5,5,5,5,1,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,,,,,,,,,,,1469,2,20,0,15,95,2,88,21,102,6,89035,,17,,,21,,1,0,89031,89,31,89,179,89,31,89,179,1,998,26,3,21,1,1,0,5,0,0,0,0,0,5,1,18584.06,12,10,5,0,0,0,0,0,32473,12,10,-3550,-3550,18584.06231,32472.89024,1,9.830059627,10.38816087,0,1
90,3,674,2,20,1,4,0,,1,8,,1,5,5,5,5,5,1,12,0,1,1,1,1,5,1,5,1,0,1,0,0,0,0,21.7,,4,99,4,83,,,,9,91,494,2,20,5,47,118,27,114,37,115,10,90031,,74,9,9,37,83,,1,90003,90,3,90,172,90,3,90,172,1,995,45,4,38,1,2,179340,5,0,0,0,0,0,4,0,95274.14,12,16,5,0,0,0,0,0,120560,12,16,205194,368739,95274.1433,120560.1626,1,11.46451373,11.69990418,0,1
90,32,674,4,30,1,1,2,,0,5,0,5,5,5,5,5,5,1,12,5,0,0,0,0,0,3,5,1,0,0,0,0,0,0,16,,,,,,,,,,,494,4,30,1,27,113,16,121,25,110,7,90032,,43,,,25,,1,0,90003,90,3,90,172,90,3,90,172,1,995,45,4,38,1,2,179340,5,0,0,0,0,0,4,0,95274.14,12,16,5,0,0,0,0,0,120560,12,16,205194,368739,95274.1433,120560.1626,1,11.46451373,11.69990418,0,1
90,171,1174,2,20,1,1,2,,0,5,0,1,5,5,5,5,5,1,12,0,1,1,1,1,5,2,5,1,2,2,5,5,0,0,22.7,,5,0,17,110,,,,15,95,1800,2,20,,,,,,,,,90030,,,15,15,,110,1,0,90171,90,171,90,4,90,171,90,4,99,999,45,3,33,1,1,67252,5,0,0,0,0,0,4,0,92023.61,16,14,5,0,0,0,0,0,77570,16,14,86141,152168,92023.61371,77570.12195,1,11.42980049,11.25893761,0,1
91,3,3348,2,20,1,1,2,,0,5,0,5,5,5,5,5,5,1,12,0,1,1,1,1,5,6,5,1,0,1,0,0,0,0,21,4,3,99,4,94,,,,8,101,588,2,20,4,40,104,24,114,36,120,10,91031,,64,8,8,36,94,1,0,91003,91,3,91,170,91,3,91,170,1,995,48,4,38,1,2,69494,5,0,0,0,0,0,8,0,32761.98,13,14,5,0,0,0,0,0,43568,13,14,24379,93455,32761.9757,43567.76829,1,10.39702384,10.6820729,0,1
91,32,3348,4,30,1,1,2,,0,5,0,5,5,5,5,5,5,1,6,5,0,0,0,0,0,5,5,1,0,0,0,0,0,0,12,4,,,,,,,,,,588,4,30,0,13,93,,,6,41,6,91032,,,,,6,,2,0,91003,91,3,91,170,91,3,91,170,1,995,48,4,38,1,2,69494,5,0,0,0,0,0,8,0,32761.98,13,14,5,0,0,0,0,0,43568,13,14,24379,93455,32761.9757,43567.76829,1,10.39702384,10.6820729,0,1
96,3,1503,2,20,1,1,2,26,0,5,0,5,5,5,5,5,1,1,12,0,0,0,0,0,0,0,5,5,2,1,5,5,0,0,22.6,1,12,7,46,100,97,26,91,35,95,359,2,20,13,52,99,35,110,46,101,19,96031,72,87,61,35,46,98.5,2,1,96003,96,3,,,96,3,96,170,1,995,34,5,40,1,3,252196,5,0,0,0,0,0,4,0,93458.33,17,12,5,0,0,0,0,0,84873,17,12,61964,374834,93458.33022,84872.68293,1,11.44527095,11.34890757,0,1
96,32,1503,5,30,1,1,2,0,0,5,0,5,5,5,5,5,1,1,12,0,0,0,0,0,0,3,5,5,2,1,5,5,0,0,22.8,1,6,0,12,89,77,0,76,18,101,359,4,30,6,37,85,28,108,34,95,12,96032,12,65,18,18,34,83,3,0,96003,96,3,,,96,3,96,170,1,995,34,5,40,1,3,252196,5,0,0,0,0,0,4,0,93458.33,17,12,5,0,0,0,0,0,84873,17,12,61964,374834,93458.33022,84872.68293,1,11.44527095,11.34890757,0,1
96,5,4750,2,20,1,1,2,,0,5,0,5,5,5,5,5,5,1,12,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.3,,,,,,,,,,,4773,2,20,2,27,86,19,108,24,85,9,96033,,46,,,24,,1,0,96005,96,5,96,173,96,5,96,173,3,995,34,3,32,1,1,0,5,0,0,0,0,0,4,0,73899.11,14,14,5,0,0,0,0,0,117008,14,14,80249,194020,73899.10903,117008.1301,1,11.21045605,11.6699987,0,1
99,171,21,2,20,1,1,2,,1,5,0,5,5,5,5,5,5,5,12,0,1,1,1,1,5,0,0,0,0,1,0,0,2,0,18.7,,3,99,3,93,,,,0,63,6720,1,10,3,38,99,19,99,34,117,9,99032,,57,0,0,34,93,1,1,99171,99,171,99,31,99,171,,,99,999,19,4,21,1,2,0,5,0,0,0,0,0,4,0,4931.84,12,12,1,1,600,,0,0,17238,99,0,-4876,-4876,4931.838006,17237.80488,1,8.503467018,9.754860209,0,1
99,33,21,4,30,1,1,2,,1,5,0,5,5,5,5,5,5,1,12,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,15,,,,,,,,,,,6720,3,30,1,,,6,93,,,7,99033,,,,,,,2,0,99171,99,171,99,31,99,171,,,99,999,19,4,21,1,2,0,5,0,0,0,0,0,4,0,4931.84,12,12,1,1,600,,0,0,17238,99,0,-4876,-4876,4931.838006,17237.80488,1,8.503467018,9.754860209,0,1
105,4,956,1,10,2,2,0,10,0,5,0,5,5,5,5,5,5,1,0,0,0,0,0,0,0,2,1,1,1,1,5,5,0,0,14.1,,7,3,25,90,87,11,98,26,104,5317,1,10,6,42,90,21,87,33,88,13,105035,35,63,37,26,33,88.5,4,0,105004,105,4,,,105,4,,,98,995,21,2,38,2,1,0,5,0,0,,0,0,0,0,33626.17,10,0,1,0,0,,0,0,31341,10,0,3047,3047,33626.16822,31341.46342,1,10.42305986,10.35269721,0,1
106,173,4006,1,10,2,2,2,9,1,1,0,1,5,5,5,5,5,1,12,0,0,0,0,0,0,0,1,1,1,1,5,5,0,0,18,3,6,1,20,102,103,5,98,18,91,4212,1,10,6,35,80,20,86,29,80,13,106031,29,55,23,18,29,102.5,1,0,106173,106,173,,,106,173,,,99,999,18,3,27,2,2,0,1,0,0,,0,0,0,0,16752.11,13,0,1,0,0,,0,0,36456,13,0,5206,5206,16752.10866,36456.39024,1,9.72627942,10.50387204,0,1
106,32,4006,3,30,2,2,2,,0,5,0,1,5,5,5,5,5,1,10,0,1,1,1,1,5,1,1,1,2,1,5,5,0,0,18.2,3,5,0,12,97,,,,19,115,4212,3,30,6,42,96,26,103,35,98,12,106032,,68,19,19,35,97,2,0,106173,106,173,,,106,173,,,99,999,18,3,27,2,2,0,1,0,0,,0,0,0,0,16752.11,13,0,1,0,0,,0,0,36456,13,0,5206,5206,16752.10866,36456.39024,1,9.72627942,10.50387204,0,1
114,170,97,2,20,1,1,0,32,0,5,0,5,5,5,5,5,5,1,11,0,0,0,0,0,0,8,5,1,1,1,5,5,0,0,24,2,11,6,51,127,124,28,107,35,100,2345,2,20,12,56,145,41,143,48,110,17,114034,83,97,63,35,48,125.5,3,0,114170,114,170,114,21,114,170,114,21,99,999,36,4,49,1,1,168131,5,0,0,0,0,0,4,0,102441,17,13,5,0,0,0,0,0,125366,17,13,410387,604407,102441.0006,125365.8537,1,11.53704231,11.73899157,0,1
114,173,2925,2,20,1,1,0,27,0,5,0,5,5,5,5,5,5,1,12,0,0,0,0,0,0,7,1,1,1,2,5,5,0,0,18,2,11,6,49,118,101,20,84,34,97,243,2,20,11,54,115,30,95,44,99,18,114033,76,84,54,34,44,109.5,3,1,114173,114,173,114,3,114,173,114,3,99,999,36,4,40,1,2,44835,5,0,0,0,0,0,4,0,49654.64,12,12,5,0,0,0,0,0,60775,12,12,103105,174211,49654.64175,60775.27642,1,10.81284715,11.01493835,0,1
117,30,2642,2,20,1,1,2,,0,5,0,5,5,5,5,5,5,1,12,0,1,1,1,1,5,10,1,1,0,1,0,0,0,0,20.8,,,,,,,,,,,789,2,20,3,40,105,29,131,33,111,9,117031,,69,,,33,,1,0,117030,117,30,117,171,117,30,117,171,2,995,29,4,36,1,2,0,5,0,0,,0,0,7,0,47076.64,16,15,5,0,0,0,0,0,64250,16,15,10158,20316,47076.63551,64250,1,10.7595321,11.070537,0,1
117,32,2642,4,30,1,1,2,,0,5,0,5,5,5,5,5,5,1,12,5,0,0,0,0,0,2,1,1,0,0,0,0,0,0,15.3,,,,,,,,,,,789,4,30,2,33,118,20,127,18,77,8,117032,,53,,,18,,2,0,117030,117,30,117,171,117,30,117,171,2,995,29,4,36,1,2,0,5,0,0,,0,0,7,0,47076.64,16,15,5,0,0,0,0,0,64250,16,15,10158,20316,47076.63551,64250,1,10.7595321,11.070537,0,1
