IV68,PN68,ER33401,ER33402,ER33403,CHRACE,BIOPR97,BIOGPR97,PCRAW97,WICpreg,FDSTMPpreg,AFDCpreg,Q1A21B,Q1A21C,Q1A21F,Q1A21G,Q1A21M,Q1A21Q,Q1A27,Q1A28,WIC97,Q1D4A,Q1D4B,Q1D4C,Q1D4D,Q1D4E,Q1G4,Q1G6,Q1G7,Q1G10,Q1G33A,Q1H12F,Q1H12H,Q1K5B,Q1K10A,HOME97,Q2A2,AGE97,Q3A3,LWRAW97,LW_SS97,PC_SS97,CALRAW97,CAL_SS97,APRAW97,AP_SS97,ER33601,ER33602,ER33603,Q24B2,LWRAW02,LWSS02,PCRAW02,PCSS02,APRAW02,APSS02,AGE02,CHID,read97,read02,mathraw97,math97,math02,readss97,bthord,bthwht,PCID,PCGID_97,PCGPN_97,OCGID_97,OCGPN_97,PCGID_02,PCGPN_02,OCGID_02,OCGPN_02,PCBTHORD,PCBTHWHT,state,ER10008,pcage,pcgender,childnum,homeval,ER11049,AFDC97HD,ER11273,AFDC97WF,ER11600,inherit97,ER11743,Parentspoor,faminc97,hdeduc97,wfeduc97,ER18386,AFDC02HD,ER18698,AFDC02WF,ER19047,INHERIT02,FAMINC02,hdeduc02,wfeduc02,nfa01,nw01,inc97,inc02,inherit,loginc97,loginc02,loginherit97,cloth
6377,170,4464,2,20,2,1,0,28,0,5,0,1,5,5,5,5,5,1,12,0,0,0,0,0,0,0,5,5,1,1,5,5,0,0,21.6,2,10,5,51,131,111,29,118,37,113,5147,2,20,11,57,168,43,171,54,129,17,6377035,79,100,66,37,54,121,2,0,6377170,6377,170,6377,2,6377,170,6377,2,99,999,12,4,37,1,2,62769,5,0,0,0,0,0,3,0,73321.86,12,13,5,0,0,0,0,0,77831,12,13,48251,105136,73321.85981,77831.30081,1,11.20261407,11.26229895,0,1
6381,176,1301,2,20,7,1,0,,0,5,0,5,5,5,5,5,5,1,3,0,0,0,0,0,0,12,1,1,1,2,9,9,0,0,16.9,,,,,,,,,,,1513,1,10,11,53,113,30,98,39,93,16,6381038,,83,,,39,,3,1,6381176,6381,176,6381,4,6381,176,,,1,998,6,5,35,1,3,156922,5,0,0,0,0,0,0,0,67252.34,13,12,5,0,0,,0,0,20894,13,0,1016,45711,67252.33645,20894.30894,1,11.11620704,9.947232102,0,1
6381,178,1301,4,30,7,1,0,,0,5,0,1,5,5,5,5,5,1,3,0,0,0,0,0,0,15,1,1,1,2,5,5,3,0,16.9,,,,,,,,,,,1513,2,30,12,51,97,27,88,42,96,18,6381178,,78,,,42,,2,0,6381176,6381,176,6381,4,6381,176,,,1,998,6,5,35,1,3,156922,5,0,0,0,0,0,0,0,67252.34,13,12,5,0,0,,0,0,20894,13,0,1016,45711,67252.33645,20894.30894,1,11.11620704,9.947232102,0,1
6381,184,1302,2,20,2,1,2,18,0,5,0,5,5,5,5,5,5,1,0,0,0,0,0,0,0,2,1,1,1,2,5,5,2,0,19,3,8,3,33,96,99,19,121,29,108,3049,1,10,9,49,99,28,98,42,103,15,6381040,51,77,48,29,42,97.5,1,0,6381184,6381,184,6381,8,6381,184,,,99,999,6,4,28,1,2,0,5,0,0,0,0,0,0,0,38401.08,14,14,5,0,0,,0,0,17551,14,0,-2336,-2336,38401.08411,17551.21951,1,10.55584097,9.772878714,0,1
6396,3,3833,2,20,2,1,2,,0,5,0,1,5,5,5,5,5,1,12,0,1,1,1,5,5,9,5,5,1,2,5,5,3,0,20,2,5,0,13,101,,,,19,116,1684,1,10,5,46,108,29,114,32,93,11,6396030,,75,19,19,32,101,1,0,6396003,6396,3,6396,176,6396,3,,,3,995,48,4,38,1,2,0,5,0,0,0,0,0,4,0,29759.16,12,12,5,0,0,,0,0,37349,99,0,-1727,-1727,29759.15888,37348.57724,1,10.30089223,10.5280501,0,1
6396,31,3833,4,30,2,1,2,,0,5,0,5,5,5,5,5,5,1,12,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,15,2,,,,,,,,,,1684,3,30,2,31,98,25,131,22,84,8,6396031,,56,,,22,,2,0,6396003,6396,3,6396,176,6396,3,,,3,995,48,4,38,1,2,0,5,0,0,0,0,0,4,0,29759.16,12,12,5,0,0,,0,0,37349,99,0,-1727,-1727,29759.15888,37348.57724,1,10.30089223,10.5280501,0,1
6398,2,1110,2,20,2,1,0,,0,5,0,1,5,5,5,5,5,1,12,0,0,0,0,0,0,1,5,1,1,2,5,5,3,0,23.9,,,,,,,,,,,6126,2,20,10,50,99,32,106,47,112,16,6398031,,82,,,47,,2,1,6398002,6398,2,6398,173,6398,2,6398,173,1,995,45,4,40,1,2,95274,5,0,0,0,0,0,2,0,38072.67,14,14,5,0,0,0,0,0,39705,14,14,3047,16253,38072.66854,39705.45529,1,10.54725194,10.58924387,0,1
6406,31,2234,2,30,2,2,1,,0,5,1,5,5,5,5,5,5,5,12,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,12,3,,,,,,,,,,0,0,0,,,,,,,,,6406035,,,,,,,1,0,6406031,6406,31,6406,2,,,,,1,995,24,7,39,2,5,0,1,1,391,,0,0,0,0,6023.57,12,0,,,,,,,,,,,,6023.567601,1,1,8.703434988,0,0,1
6406,37,2234,7,60,2,2,1,,1,1,1,5,5,5,5,5,5,5,7,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,10,3,,,,,,,,,,0,0,0,,,,,,,,,6406037,,,,,,,2,0,6406031,6406,31,6406,2,,,,,1,995,24,7,39,2,5,0,1,1,391,,0,0,0,0,6023.57,12,0,,,,,,,,,,,,6023.567601,1,1,8.703434988,0,0,1
6411,3,1814,2,20,2,1,0,17,0,5,0,5,5,5,5,5,5,1,12,0,0,0,0,0,0,1,5,5,1,2,0,0,0,0,26,1,7,2,25,94,108,11,103,24,100,0,0,0,,,,,,,,,6411034,42,,35,24,,101,2,0,6411003,6411,3,6411,183,,,,,4,995,48,4,41,1,2,93032,5,0,0,0,0,0,4,0,15849.13,16,15,,,,,,,,,,,,15849.13396,1,1,9.670870138,0,0,1
6411,170,967,1,10,2,2,0,29,0,5,0,1,5,5,5,5,5,1,12,0,0,0,0,0,0,5,5,5,2,1,5,5,0,0,22,2,11,6,47,110,110,26,98,38,109,6544,1,10,12,57,163,39,128,55,129,18,6411033,76,96,64,38,55,110,1,1,6411170,6411,170,,,6411,170,,,99,999,48,2,35,2,1,0,5,0,0,,0,0,0,0,27461.37,13,0,5,0,0,,0,0,45445,13,0,21332,21332,27461.37072,45445.12195,1,10.2205356,10.72426077,0,1
6412,170,4655,2,20,2,0,1,,,0,,1,5,5,5,5,5,1,0,0,1,1,1,1,5,0,5,1,1,1,0,0,0,0,17.8,,,,,,,,,,,3826,2,20,,,,,,,,,6412032,,,,,,,1,0,6412170,6412,170,,,,,,,99,999,48,3,54,1,1,56044,5,0,0,0,0,0,98,0,56716.14,14,12,5,0,0,0,0,0,50982,14,10,9549,77608,56716.13707,50982.11382,1,10.94581405,10.83923014,0,1
6412,172,5864,1,10,2,2,2,,1,5,0,5,5,5,5,5,5,1,12,0,1,1,1,5,5,3,1,1,0,1,0,0,0,0,18.8,,3,99,5,,,,,1,,0,0,0,,,,,,,,,6412033,,,1,1,,,1,0,6412172,6412,172,,,,,,,99,999,48,2,30,2,1,0,5,0,0,,0,0,0,3,30810.54,12,0,,,,,,,,,,,,30810.53707,1,1,10.33561202,0,0,1
6413,9,4222,1,10,2,2,1,23,1,5,0,5,5,5,5,5,5,1,12,0,0,0,0,0,0,2,1,1,1,1,5,5,0,0,19.5,,10,5,37,92,98,25,113,32,98,6174,1,10,10,41,80,28,94,37,89,16,6413036,60,69,57,32,37,95,1,0,6413009,6413,9,6413,2,6413,9,6413,2,7,995,51,4,40,2,2,0,5,0,0,,0,0,0,0,11937.29,12,0,5,0,0,,0,0,13581,12,0,813,31287,11937.28972,13581.30081,1,9.38742237,9.516449185,0,1
6413,37,4222,3,30,2,2,1,25,1,5,0,5,5,5,5,5,5,1,12,0,0,0,0,0,0,2,1,5,1,1,5,5,0,0,20.5,,10,5,43,107,103,30,129,39,124,6174,3,30,11,44,85,34,114,44,102,16,6413037,68,78,69,39,44,105,2,0,6413009,6413,9,6413,2,6413,9,6413,2,7,995,51,4,40,2,2,0,5,0,0,,0,0,0,0,11937.29,12,0,5,0,0,,0,0,13581,12,0,813,31287,11937.28972,13581.30081,1,9.38742237,9.516449185,0,1
6413,10,4465,2,20,2,1,2,,0,5,0,5,5,5,5,5,5,1,12,0,0,0,0,0,0,0,1,1,1,1,5,5,3,0,24.9,,,,,,,,,,,6229,2,20,9,47,96,30,103,44,109,14,6413038,,77,,,44,,1,0,6413010,6413,10,6413,190,6413,10,6413,190,8,995,51,4,34,1,2,76219,5,0,0,0,0,0,2,0,68036.95,12,13,5,0,0,0,0,0,67907,12,13,22856,28951,68036.94704,67906.50407,1,11.12780618,11.1258871,0,1
6413,40,4465,4,30,2,1,2,,0,5,0,5,5,5,5,5,5,1,12,0,0,0,0,0,0,0,5,1,1,1,5,5,3,0,24.9,,,,,,,,,,,6229,4,30,5,41,95,17,83,29,84,11,6413040,,58,,,29,,2,0,6413010,6413,10,6413,190,6413,10,6413,190,8,995,51,4,34,1,2,76219,5,0,0,0,0,0,2,0,68036.95,12,13,5,0,0,0,0,0,67907,12,13,22856,28951,68036.94704,67906.50407,1,11.12780618,11.1258871,0,1
6413,35,4029,1,10,2,2,0,29,1,1,0,5,5,5,5,5,5,1,12,0,0,0,0,0,0,3,1,1,1,2,5,5,0,0,19,4,9,4,44,116,128,21,116,34,,5611,1,10,10,47,94,26,90,34,87,16,6413039,73,73,55,34,34,122,1,1,6413035,6413,35,,,6413,35,,,3,995,51,3,28,2,2,0,1,0,0,,0,0,0,0,12329.6,99,0,5,0,0,,0,0,22984,99,0,17269,93455,12329.59502,22983.73984,1,9.41975775,10.04254228,0,1
6413,42,4029,3,30,2,2,0,,1,1,0,5,5,5,5,5,5,1,12,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,4,,,,,,,,,,5611,3,30,2,27,96,19,117,26,101,8,6413042,,46,,,26,,2,0,6413035,6413,35,,,6413,35,,,3,995,51,3,28,2,2,0,1,0,0,,0,0,0,0,12329.6,99,0,5,0,0,,0,0,22984,99,0,17269,93455,12329.59502,22983.73984,1,9.41975775,10.04254228,0,1
6414,1,4531,2,22,2,3,1,,,0,,5,5,5,5,5,5,1,12,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1,,,,,,,,,,3607,2,20,2,31,99,20,117,27,101,8,6414173,,51,,,27,,,1,6414001,6414,1,,,6414,1,,,99,999,24,4,59,1,1,80703,5,0,0,0,0,0,1,0,62656.76,17,14,5,0,0,0,0,0,98203,14,16,54854,116818,62656.76013,98203.25203,1,11.04542686,11.49479461,0,1
6418,3,1217,2,22,2,1,0,16,0,5,0,1,5,1,5,5,1,1,6,0,0,0,0,0,0,30,1,1,1,4,5,5,0,0,18.7,4,10,4,32,83,84,15,78,27,87,4974,2,20,10,42,83,28,92,33,83,17,6418036,48,70,42,27,33,83.5,4,0,6418003,6418,3,6418,173,6418,3,,,99,999,22,6,39,1,4,11209,1,0,0,1,6,0,0,5,8440.17,11,12,5,0,0,0,0,0,34701,7,12,3352,53127,8440.168224,34701.26829,1,9.040757519,10.45453152,0,1
6418,176,1217,6,97,2,0,0,,,0,,5,5,5,5,5,5,1,7,0,1,1,1,1,5,10,1,1,0,4,0,0,0,0,20,4,4,99,4,84,,,,0,28,4974,4,71,3,34,85,18,89,27,81,11,6418176,,52,0,0,27,84,,1,6418003,6418,3,6418,173,6418,3,,,99,999,22,6,39,1,4,11209,1,0,0,1,6,0,0,5,8440.17,11,12,5,0,0,0,0,0,34701,7,12,3352,53127,8440.168224,34701.26829,1,9.040757519,10.45453152,0,1
6434,170,3673,2,20,2,1,2,,0,5,0,5,5,5,5,5,5,1,12,0,1,1,1,1,5,0,1,1,0,2,0,0,0,0,19.3,,4,99,12,112,,,,10,95,4292,1,10,4,38,95,24,106,35,109,10,6434030,,62,10,10,35,112,,0,6434170,6434,170,6434,3,6434,170,,,99,999,42,4,44,1,2,67252,5,0,0,0,0,0,2,0,87428.04,12,12,5,0,0,,0,0,35389,14,0,20723,56276,87428.03738,35388.69106,1,11.3785713,10.47414759,0,1
6434,172,3673,4,30,2,1,2,28,,0,,5,5,5,5,5,5,1,12,0,0,0,0,0,0,0,5,5,2,1,5,5,0,0,23.9,,10,6,46,111,109,29,115,39,118,4292,3,30,,,,,,,,,6434172,74,,68,39,,110,,1,6434170,6434,170,6434,3,,,,,99,999,42,4,44,1,2,67252,5,0,0,0,0,0,2,0,87428.04,12,12,5,0,0,,0,0,35389,14,0,20723,56276,87428.03738,35388.69106,1,11.3785713,10.47414759,0,1
6436,31,2995,1,10,2,2,0,,1,1,0,5,5,5,5,5,5,1,12,0,1,1,1,5,5,0,0,0,0,2,0,0,0,0,18,3,4,99,4,88,,,,7,92,2886,1,10,4,36,92,24,108,30,95,10,6436046,,60,7,7,30,88,2,0,6436031,6436,31,,,6436,31,6436,170,1,995,45,3,25,2,2,0,1,1,159,,0,0,0,0,11865.55,10,0,1,1,245,,0,0,13701,11,0,0,0,11865.55389,13701.44309,1,9.381394851,9.525256441,0,1
6436,48,2995,3,30,2,2,0,,1,1,1,5,5,5,5,5,5,1,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,,,,,,,,,,2886,3,30,2,17,77,6,79,21,81,8,6436048,,23,,,21,,3,0,6436031,6436,31,,,6436,31,6436,170,1,995,45,3,25,2,2,0,1,1,159,,0,0,0,0,11865.55,10,0,1,1,245,,0,0,13701,11,0,0,0,11865.55389,13701.44309,1,9.381394851,9.525256441,0,1
6436,33,2994,1,10,2,2,0,,1,5,0,5,5,5,5,5,5,1,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.3,4,,,,,,,,,,3375,2,20,3,33,97,19,108,31,113,9,6436047,,52,,,31,,1,0,6436033,6436,33,,,6436,33,6436,192,1,998,45,2,21,2,1,0,5,0,0,,0,0,0,0,13450.47,12,0,5,0,0,0,0,0,43878,12,12,5079,5079,13450.46729,43878.04878,1,9.506769127,10.68916945,0,1
6436,36,6182,1,10,2,2,0,,1,5,0,5,5,5,5,5,5,1,12,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,16,4,,,,,,,,,,4071,1,10,2,31,103,19,115,24,91,8,6436049,,50,,,24,,1,0,6436036,6436,36,,,6436,36,,,3,995,45,2,20,2,1,0,1,0,0,,0,0,0,9,29142.68,99,0,5,0,0,,0,0,16473,99,0,3505,3505,29142.67913,16473.07317,1,10.27995902,9.709482398,0,1
6438,30,2523,2,30,2,2,1,,0,5,0,5,5,5,5,5,5,1,9,0,0,0,0,0,0,10,1,1,1,2,5,5,0,0,20.9,,,,,,,,,,,2827,2,30,7,49,109,35,131,42,114,13,6438032,,84,,,42,,1,0,6438030,6438,30,6438,2,6438,30,,,2,995,6,3,59,2,1,123296,5,0,0,,0,0,0,0,33681.09,13,0,5,0,0,,0,0,26820,13,0,18285,159482,33681.09097,26819.93496,1,10.42469186,10.19690073,0,1
6444,171,6338,2,20,2,1,2,,1,1,1,5,5,5,5,5,5,1,12,0,0,0,0,0,0,4,5,5,1,1,5,5,0,0,20.9,,,,,,,,,,,5233,2,20,12,33,64,18,68,27,67,17,6444034,,51,,,27,,2,0,6444171,6444,171,6444,3,6444,171,6444,3,99,999,6,5,37,1,3,0,5,0,0,0,0,0,4,0,49206.29,12,12,5,0,0,0,0,0,46197,12,12,19504,19504,49206.29284,46197.31707,1,10.8037768,10.740677,0,1
6444,35,6338,5,30,2,1,2,,1,1,1,5,5,5,5,5,5,1,12,0,0,0,0,0,0,3,1,1,1,1,5,5,0,0,20.9,,,,,,,,,,,5233,5,30,10,33,66,20,75,38,92,16,6444035,,53,,,38,,3,0,6444171,6444,171,6444,3,6444,171,6444,3,99,999,6,5,37,1,3,0,5,0,0,0,0,0,4,0,49206.29,12,12,5,0,0,0,0,0,46197,12,12,19504,19504,49206.29284,46197.31707,1,10.8037768,10.740677,0,1
6472,3,4061,1,10,2,2,0,16,0,5,0,5,5,5,5,5,5,1,12,0,0,0,0,0,0,0,5,1,2,2,5,5,0,0,18,3,8,2,28,90,97,10,89,28,106,0,0,0,,,,,,,,,6472030,44,,38,28,,93.5,2,0,6472003,6472,3,,,,,,,1,995,39,3,32,2,2,98637,5,0,0,,0,0,0,0,23538.32,16,0,,,,,,,,,,,,23538.31776,1,1,10.06638492,0,0,1
6475,5,2887,2,20,2,4,2,19,,0,,5,5,5,5,5,5,1,12,0,0,0,0,0,0,3,1,1,1,2,0,0,0,0,20,4,10,4,40,98,90,19,90,32,98,6520,2,20,9,47,91,24,85,35,85,16,6475037,59,71,51,32,35,94,2,1,6475005,6475,5,6475,175,6475,195,,,3,995,51,5,39,1,3,0,5,0,0,1,294,0,3,0,33097.12,12,9,5,0,0,,0,0,31540,12,9,508,508,33097.11651,31539.95935,1,10.40720144,10.35901057,0,1
6475,40,2887,5,71,2,4,2,15,,0,,5,5,5,5,5,5,1,12,0,0,0,0,0,0,4,1,1,1,2,0,0,0,0,19,4,8,2,27,89,95,10,90,24,93,6520,73,71,,,,,,,,,6475040,42,,34,24,,92,3,0,6475005,6475,5,6475,175,,,,,3,995,51,5,39,1,3,0,5,0,0,1,294,0,3,0,33097.12,12,9,5,0,0,,0,0,31540,12,9,508,508,33097.11651,31539.95935,1,10.40720144,10.35901057,0,1
6475,30,2792,1,10,2,2,2,,1,1,1,5,5,5,5,5,5,1,12,0,1,1,1,1,5,0,1,1,1,1,0,0,0,0,17.8,,5,0,13,101,,,,12,87,5882,1,10,5,38,91,26,106,32,94,11,6475041,,64,12,12,32,101,4,0,6475030,6475,30,,,6475,30,,,10,998,51,2,28,2,1,0,1,1,207,,0,0,0,0,2784.25,8,0,1,1,5316,,0,0,7434,8,0,0,0,2784.246729,7434.195122,1,7.931732641,8.913845598,0,1
6475,32,5240,1,10,2,2,2,30,1,9,,5,5,5,5,5,5,1,12,0,0,0,0,0,0,0,1,1,1,2,0,0,0,0,19.5,,10,6,43,101,117,23,97,38,114,6853,1,10,11,48,92,31,100,,,17,6475038,73,79,61,38,,109,1,1,6475032,6475,32,,,6475,32,,,12,995,51,3,25,2,2,0,5,0,0,,0,0,0,0,6563.83,9,0,1,0,0,,0,0,13101,9,0,311,311,6563.828037,13100.73171,1,8.789329254,9.480423363,0,1
6475,43,5240,3,30,2,2,2,,1,9,,5,5,5,5,5,5,1,12,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.9,,,,,,,,,,,6853,3,30,,,,,,,,,6475043,,,,,,,2,0,6475032,6475,32,,,,,,,12,995,51,3,25,2,2,0,5,0,0,,0,0,0,0,6563.83,9,0,1,0,0,,0,0,13101,9,0,311,311,6563.828037,13100.73171,1,8.789329254,9.480423363,0,1
6475,170,4991,1,10,2,2,2,,1,1,0,5,5,5,5,5,5,1,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,4,,,,,,,,,,5554,1,10,0,14,79,2,77,15,70,7,6475042,,16,,,15,,1,0,6475170,6475,170,,,6475,170,,,1,995,51,2,22,2,1,0,1,1,231,,0,0,0,0,4572.04,12,0,1,0,0,,0,0,3134,12,0,813,813,4572.038006,3134.146342,1,8.427714338,8.050112117,0,1
6476,174,4507,2,20,2,1,0,19,0,5,0,5,5,5,5,5,1,1,11,0,0,0,0,0,0,5,1,1,1,2,0,0,0,0,21.9,2,10,4,41,98,88,15,74,29,90,6728,2,20,10,49,94,32,103,43,99,17,6476035,60,81,44,29,43,93,3,0,6476174,6476,174,6476,6,6476,174,6476,6,99,999,51,4,38,1,2,89670,5,0,0,0,0,0,4,0,94553.42,14,11,5,0,0,0,0,0,117008,14,11,165577,180814,94553.42243,117008.1301,1,11.45692027,11.6699987,0,1
6478,5,3340,2,20,2,1,0,31,0,5,0,5,5,5,5,5,5,1,12,0,0,0,0,0,0,0,5,1,1,2,5,5,0,0,22,3,9,3,45,122,137,17,100,36,127,6465,2,20,9,54,125,33,111,37,93,15,6478031,76,87,53,36,37,129.5,1,1,6478005,6478,5,6478,183,6478,5,6478,183,99,999,51,3,44,1,1,100879,5,0,0,0,0,0,2,0,61292.66,12,13,1,0,0,0,0,0,79698,12,13,87969,99143,61292.65857,79698.20732,1,11.02341535,11.28600237,0,1
6478,30,3501,1,10,2,2,0,,1,5,0,5,5,5,5,5,5,1,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,5,,,,,,,,,,6695,2,20,2,32,123,18,126,30,132,7,6478052,,50,,,30,,1,0,6478030,6478,30,,,6478,30,6478,197,1,995,13,2,25,2,1,0,5,0,0,,0,0,0,0,28021.81,17,0,5,0,0,0,0,0,64772,16,16,416482,416482,28021.80685,64772.35772,1,10.2407383,11.07863421,0,1
6478,179,4221,2,20,2,1,0,19,0,5,0,5,5,5,5,5,5,1,12,0,0,0,0,0,0,3,5,5,1,1,0,0,0,0,20,1,7,2,33,116,118,11,107,30,129,5637,2,20,8,44,94,27,99,36,94,13,6478048,52,71,41,30,36,117,2,0,6478179,6478,179,6478,6,6478,179,6478,6,99,999,51,4,43,1,2,100879,5,0,0,,0,0,4,0,117691.59,12,14,5,0,0,0,0,0,120142,12,14,173704,210273,117691.5888,120142.2764,1,11.67582283,11.69643196,0,1
6478,181,3929,2,20,2,1,0,22,0,5,0,5,5,1,5,5,5,1,12,0,0,0,0,0,0,0,5,5,1,1,5,5,0,0,20.9,,12,7,46,99,87,27,93,37,99,6896,2,20,12,47,88,30,94,45,99,19,6478045,68,77,64,37,45,93,2,1,6478181,6478,181,6478,2,6478,181,6478,2,99,999,48,4,46,1,2,156922,5,0,0,0,0,0,8,0,179227.48,13,16,5,0,0,0,0,0,156185,13,16,42664,394134,179227.4766,156184.9594,1,12.0964111,11.95879622,0,1
6484,5,4249,2,20,2,1,0,21,1,1,1,5,5,5,5,5,5,5,12,0,0,0,0,0,0,3,5,1,9,2,0,0,0,0,19,2,9,4,41,105,102,20,110,29,94,7220,2,20,10,48,95,29,98,43,103,15,6484044,62,77,49,29,43,103.5,3,1,6484005,6484,5,6484,175,6484,5,6484,175,99,999,45,4,55,1,2,67252,5,0,0,0,0,0,1,0,67252.34,9,99,5,0,0,0,0,0,58504,12,14,111739,169640,67252.33645,58504.06504,1,11.11620704,10.97685152,0,1
6485,5,4771,1,10,2,2,2,,1,1,1,5,5,5,5,5,5,1,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.4,3,,,,,,,,,,5793,1,10,0,13,90,,,17,90,6,6485042,,,,,17,,4,0,6485005,6485,5,,,6485,5,,,5,998,51,2,41,2,1,0,1,1,231,,0,0,0,0,4518.24,10,0,1,0,0,,0,0,1254,10,0,0,0,4518.236137,1253.658537,1,8.415876962,7.133821385,0,1
6485,30,5624,1,10,2,2,2,9,1,1,1,5,5,5,5,5,5,1,5,0,0,0,0,0,0,0,5,1,1,1,5,5,3,0,16.7,3,6,1,22,,,8,,24,,2087,1,10,6,43,94,29,110,37,99,13,6485039,31,72,32,24,37,,1,0,6485030,6485,30,,,6485,30,,,1,995,45,2,27,2,1,0,5,0,0,,0,0,0,5,24659.19,99,0,5,0,0,,0,0,18283,99,0,-3022,-3022,24659.19003,18282.52033,1,10.11290493,9.813700709,0,1
6485,172,4770,2,20,2,1,2,28,0,5,0,5,5,5,5,5,5,1,12,0,0,0,0,0,0,0,5,1,9,2,5,1,0,0,24,2,10,4,41,102,117,26,121,36,117,3063,2,20,10,53,113,32,106,43,101,16,6485036,69,85,62,36,43,109.5,2,0,6485172,6485,172,6485,4,6485,172,6485,4,99,999,45,4,44,1,2,72857,5,0,0,0,0,0,2,0,68373.21,14,17,5,0,0,0,0,0,85667,14,17,1727,63544,68373.20872,85666.66667,1,11.13273634,11.35821908,0,1
6485,177,4153,1,10,2,2,2,,1,1,1,5,5,5,5,5,5,1,12,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,12,3,,,,,,,,,,2909,1,10,,,,,,,,,6485041,,,,,,,3,0,6485177,6485,177,,,6485,177,,,99,999,45,4,25,2,3,0,1,0,0,,0,0,0,0,17037.26,12,0,5,0,0,,0,0,11167,12,0,11174,11174,17037.25857,11166.96342,1,9.743157905,9.320715003,0,1
6485,178,4153,2,30,2,2,2,,1,1,1,5,5,5,5,5,5,1,12,0,1,1,1,1,5,0,0,0,0,2,0,0,3,0,16.7,3,3,99,4,97,,,,1,75,2909,2,30,,,,,,,,,6485178,,,1,1,,97,2,0,6485177,6485,177,,,6485,177,,,99,999,45,4,25,2,3,0,1,0,0,,0,0,0,0,17037.26,12,0,5,0,0,,0,0,11167,12,0,11174,11174,17037.25857,11166.96342,1,9.743157905,9.320715003,0,1
6485,180,5839,2,88,2,1,2,,1,5,0,5,5,5,5,5,5,1,12,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,,,,,,,,,,2398,1,10,2,30,97,15,99,24,90,8,6485181,,45,,,24,,1,1,6485180,6485,180,6485,32,6485,180,,,99,999,45,3,23,1,1,0,1,0,0,,0,0,0,0,35307.48,12,0,5,0,0,,0,0,22984,12,0,3047,5079,35307.47664,22983.73984,1,10.47185002,10.04254228,0,1
6485,182,5605,2,20,2,2,0,8,1,5,0,5,5,5,5,5,5,1,12,0,0,0,0,0,0,0,1,1,1,1,5,5,2,0,17.7,3,6,1,14,,,2,,18,,4276,71,20,,,,,,,,,6485183,22,,20,18,,,1,1,6485182,6485,182,,,,,,,99,999,45,4,25,1,2,0,5,0,0,0,0,0,4,0,60527.1,12,14,5,0,0,,0,0,46436,12,0,102,102,60527.1028,46435.5122,1,11.01084652,10.7458198,0,1
6485,184,5605,4,33,2,2,0,,0,5,0,5,5,5,5,5,5,1,12,0,1,1,1,1,5,0,1,5,0,1,0,0,2,0,17,3,4,99,6,,,,,12,,4276,73,33,,,,,,,,,6485184,,,12,12,,,2,1,6485182,6485,182,,,,,,,99,999,45,4,25,1,2,0,5,0,0,0,0,0,4,0,60527.1,12,14,5,0,0,,0,0,46436,12,0,102,102,60527.1028,46435.5122,1,11.01084652,10.7458198,0,1
6494,185,4260,2,20,2,1,0,,1,1,0,5,5,5,5,5,5,1,12,0,1,1,1,1,5,7,1,1,1,2,5,5,0,0,19.8,,,,,,,,,,,6553,2,20,5,37,91,20,93,30,91,11,6494035,,57,,,30,,2,0,6494185,6494,185,6494,3,6494,185,6494,3,99,999,17,5,33,1,3,0,5,0,0,,0,0,7,0,22193.27,14,14,1,0,0,0,0,0,87756,14,14,-4368,5790,22193.27103,87756.09756,1,10.00754442,11.38231663,0,1
6494,36,4260,5,30,2,1,0,,0,1,1,5,5,5,5,5,5,1,12,0,9,9,9,9,9,7,1,1,0,9,0,0,0,0,15.3,,,,,,,,,,,6553,5,30,2,32,97,21,117,29,106,8,6494036,,53,,,29,,3,0,6494185,6494,185,6494,3,6494,185,6494,3,99,999,17,5,33,1,3,0,5,0,0,,0,0,7,0,22193.27,14,14,1,0,0,0,0,0,87756,14,14,-4368,5790,22193.27103,87756.09756,1,10.00754442,11.38231663,0,1
6498,3,4759,1,10,2,2,0,22,1,5,0,5,5,5,5,5,5,1,12,0,0,0,0,0,0,0,5,1,2,1,5,5,0,0,22.2,,11,6,36,85,91,20,85,31,90,4900,2,20,,,,,,,,,6498192,58,,51,31,,88,3,1,6498003,6498,3,,,,,,,99,999,24,4,42,2,3,69494,5,0,0,,0,0,0,0,45955.76,9,0,5,0,0,0,0,0,139992,16,10,62472,82789,45955.76324,139991.8699,1,10.73543454,11.84933963,0,1
